Central Burma,Mandalay Region,Myingyan District,Thaungtha 
Central Burma,Mandalay Region,Nyaung-U District,Nyaung-U 
Central Burma,Mandalay Region,Pyin Oo Lwin District,Madaya 
Central Burma,Mandalay Region,Pyin Oo Lwin District,Mogok 
Central Burma,Mandalay Region,Pyin Oo Lwin District,Pyinoolwin 
Central Burma,Mandalay Region,Pyin Oo Lwin District,Singu 
Central Burma,Mandalay Region,Pyin Oo Lwin District,Thabeikkyin 
Central Burma,Mandalay Region,Yamethin District,Pyawbwe 
Central Burma,Mandalay Region,Yamethin District,Yamethin 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Lewe 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Pyinmana 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Tatkon 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Ottarathiri 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Dekkhinathiri 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Pobbathiri 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Zabuthiri 
Central Burma,Naypyidaw Union Territory,Naypyitaw District,Zeyathiri 
East Burma,Kayah State,Bawlakhe District,Bawlakhe 
East Burma,Kayah State,Bawlakhe District,Hpasawng 
East Burma,Kayah State,Bawlakhe District,Mese 
East Burma,Kayah State,Loikaw District,Loikaw 
East Burma,Kayah State,Loikaw District,Demoso 
East Burma,Kayah State,Loikaw District,Hpruso 
East Burma,Kayah State,Loikaw District,Shadaw 
East Burma,East Shan State,Kengtong District,Kengtung 
East Burma,East Shan State,Kengtong District,Mong Khet 
East Burma,East Shan State,Kengtong District,Mong Yang 
East Burma,East Shan State,Mongsat District,Mong Hsat 
East Burma,East Shan State,Mongsat District,Mong Ping 
East Burma,East Shan State,Mongsat District,Mong Tong 
East Burma,East Shan State,Mong Hpayak District,Mong Hpayak 
East Burma,East Shan State,Mong Hpayak District,Mong Yawng 
East Burma,East Shan State,Techilelk District,Tachileik 
East Burma,East Shan State,Techilelk District,Kyaing Lap (Kenglap)
East Burma,North Shan State,Kunlong District,Kunlong 
East Burma,North Shan State,Kunlong District,Hopang 
East Burma,North Shan State,Kyaukme District,Kyaukme 
East Burma,North Shan State,Kyaukme District,Nawnghkio 
East Burma,North Shan State,Kyaukme District,Hsipaw 
East Burma,North Shan State,Kyaukme District,Namtu 
East Burma,North Shan State,Kyaukme District,Namhsan 
East Burma,North Shan State,Kyaukme District,Mongmit 
East Burma,North Shan State,Kyaukme District,Mabein 
East Burma,North Shan State,Kyaukme District,Mantong 
East Burma,North Shan State,Laukkaing District,Laukkaing 
East Burma,North Shan State,Lashio District,Lashio 
East Burma,North Shan State,Lashio District,Hseni 
East Burma,North Shan State,Lashio District,Mongyai 
East Burma,North Shan State,Lashio District,Tangyan  
East Burma,North Shan State,Muse District,Mu Se 
East Burma,North Shan State,Muse District,Namhkam 
East Burma,North Shan State,Muse District,Kutkai 
East Burma,North Shan State,Hopang District (created on Sept. 2011),
East Burma,North Shan State,Metman District,
East Burma,North Shan State,Mongmit District,
East Burma,South Shan State,Langkho District,Langkho 
East Burma,South Shan State,Langkho District,Mong Nai 
East Burma,South Shan State,Langkho District,Mawkmai 
East Burma,South Shan State,Langkho District,Mong Pan 
East Burma,South Shan State,Loilen District,Loilen 
East Burma,South Shan State,Loilen District,Lai-Hka 
East Burma,South Shan State,Loilen District,Nansang 
East Burma,South Shan State,Loilen District,Kunhing 
East Burma,South Shan State,Loilen District,Kyethi 
East Burma,South Shan State,Loilen District,Mong Kung 
East Burma,South Shan State,Loilen District,Mong Hsu 
East Burma,South Shan State,Taunggyi District,Taunggyi 
East Burma,South Shan State,Taunggyi District,Nyaungshwe 
East Burma,South Shan State,Taunggyi District,Hopong 
East Burma,South Shan State,Taunggyi District,Hsi Hseng 
East Burma,South Shan State,Taunggyi District,Kalaw 
East Burma,South Shan State,Taunggyi District,Pingdaya 
East Burma,South Shan State,Taunggyi District,Ywangan 
East Burma,South Shan State,Taunggyi District,Lawksawk 
East Burma,South Shan State,Taunggyi District,Pinlaung 
East Burma,South Shan State,Taunggyi District,Pekon 
Lower Burma,Ayeyarwady Region,Hinthada District,Hinthada 
Lower Burma,Ayeyarwady Region,Hinthada District,Zalun 
Lower Burma,Ayeyarwady Region,Hinthada District,Laymyethna 
Lower Burma,Ayeyarwady Region,Hinthada District,Myanaung 
Lower Burma,Ayeyarwady Region,Hinthada District,Kyangin 
Lower Burma,Ayeyarwady Region,Hinthada District,Ingapu 
Lower Burma,Ayeyarwady Region,Labutta District,Labutta 
Lower Burma,Ayeyarwady Region,Labutta District,Mawlamyinegyun 
Lower Burma,Ayeyarwady Region,Maubin District,Ma-ubin 
Lower Burma,Ayeyarwady Region,Maubin District,Pantanaw 
Lower Burma,Ayeyarwady Region,Maubin District,Nyaungdon 
Lower Burma,Ayeyarwady Region,Maubin District,Danuphyu 
Lower Burma,Ayeyarwady Region,Myaungmya District,Myaungmya 
Lower Burma,Ayeyarwady Region,Myaungmya District,Einme 
Lower Burma,Ayeyarwady Region,Myaungmya District,Wakema  
Lower Burma,Ayeyarwady Region,Pathein District,Pathein 
Lower Burma,Ayeyarwady Region,Pathein District,Kangyidaunk 
Lower Burma,Ayeyarwady Region,Pathein District,Thabaung 
Lower Burma,Ayeyarwady Region,Pathein District,Ngapudaw 
Lower Burma,Ayeyarwady Region,Pathein District,Kyonpyaw 
Lower Burma,Ayeyarwady Region,Pathein District,Yekyi 
Lower Burma,Ayeyarwady Region,Pathein District,Kyaunggon 
Lower Burma,Ayeyarwady Region,Pyapon District,Pyapon 
Lower Burma,Ayeyarwady Region,Pyapon District,Bogale 
Lower Burma,Ayeyarwady Region,Pyapon District,Kyaiklat 
Lower Burma,Ayeyarwady Region,Pyapon District,Dedaye 
Lower Burma,Ayeyarwady Region,Kyonpyaw District,
Lower Burma,Ayeyarwady Region,Myanaung District,
Lower Burma,East Bago Region,Bago District,Bago  
Lower Burma,East Bago Region,Bago District,Kawa 
Lower Burma,East Bago Region,Bago District,Thanatpin 
Lower Burma,East Bago Region,Bago District,Waw 
Lower Burma,East Bago Region,Bago District,Daik-U 
Lower Burma,East Bago Region,Bago District,Nyaunglebin 
Lower Burma,East Bago Region,Bago District,Shwegyin 
Lower Burma,East Bago Region,Taungoo District,Taungoo 
Lower Burma,East Bago Region,Taungoo District,Oktwin 
Lower Burma,East Bago Region,Taungoo District,Tantabin 
Lower Burma,East Bago Region,Taungoo District,Yedashe 
Lower Burma,East Bago Region,Taungoo District,Pyu 
Lower Burma,East Bago Region,Taungoo District,Kyauktaga 
Lower Burma,East Bago Region,Taungoo District,Kyaukkyi 
Lower Burma,West Bago Ragion,Pyay District,Pyay 
Lower Burma,West Bago Ragion,Pyay District,Pauk Kaung 
Lower Burma,West Bago Ragion,Pyay District,Thegon 
Lower Burma,West Bago Ragion,Pyay District,Shwedaung 
Lower Burma,West Bago Ragion,Pyay District,Padaung 
Lower Burma,West Bago Ragion,Pyay District,Paungde 
Lower Burma,West Bago Ragion,Pyay District,Nattalin 
Lower Burma,West Bago Ragion,Pyay District,Zigon 
Lower Burma,West Bago Ragion,Thayarwady District,Thayarwady 
Lower Burma,West Bago Ragion,Thayarwady District,Gyobingauk 
Lower Burma,West Bago Ragion,Thayarwady District,Letpadan 
Lower Burma,West Bago Ragion,Thayarwady District,Minhla 
Lower Burma,West Bago Ragion,Thayarwady District,Monyo 
Lower Burma,West Bago Ragion,Thayarwady District,Okpho 
Lower Burma,Yangon Region,Eastern District,Botataung 
Lower Burma,Yangon Region,Eastern District,Dagon Seikkan 
Lower Burma,Yangon Region,Eastern District,East Dagon 
Lower Burma,Yangon Region,Eastern District,North Dagon 
Lower Burma,Yangon Region,Eastern District,North Okkalapa 
Lower Burma,Yangon Region,Eastern District,Pazundaung 
Lower Burma,Yangon Region,Eastern District,South Dagon  
Lower Burma,Yangon Region,Eastern District,South Okkalapa  
Lower Burma,Yangon Region,Eastern District,Thingangyun 
Lower Burma,Yangon Region,Northern District,Hlaing 
Lower Burma,Yangon Region,Northern District,Hlaingthaya 
Lower Burma,Yangon Region,Northern District,Insein 
Lower Burma,Yangon Region,Northern District,Kamayut 
Lower Burma,Yangon Region,Northern District,Mayangon 
Lower Burma,Yangon Region,Northern District,Mingaladon 
Lower Burma,Yangon Region,Northern District,Shwepyitha 
Lower Burma,Yangon Region,Northern District,Yankin 
Lower Burma,Yangon Region,Southern District,Dala 
Lower Burma,Yangon Region,Southern District,Dawbon 
Lower Burma,Yangon Region,Southern District,Mingala Taungnyunt 
Lower Burma,Yangon Region,Southern District,Seikkyi Kanaungto 
Lower Burma,Yangon Region,Southern District,Tamwe 
Lower Burma,Yangon Region,Southern District,Thaketa 
Lower Burma,Yangon Region,Western District (downtown),Ahlon  
Lower Burma,Yangon Region,Western District (downtown),Bahan 
Lower Burma,Yangon Region,Western District (downtown),Dagon 
Lower Burma,Yangon Region,Western District (downtown),Kyauktada 
Lower Burma,Yangon Region,Western District (downtown),Kyimyindaing 
Lower Burma,Yangon Region,Western District (downtown),Lanmadaw 
Lower Burma,Yangon Region,Western District (downtown),Latha 
Lower Burma,Yangon Region,Western District (downtown),Pabedan 
Lower Burma,Yangon Region,Western District (downtown),Sanchaung 
Lower Burma,Yangon Region,Western District (downtown),Seikkan 
Lower Burma,Yangon Region,s outside Yangon City,Cocokyun 
Lower Burma,Yangon Region,s outside Yangon City,Hlegu 
Lower Burma,Yangon Region,s outside Yangon City,Hmawbi 
Lower Burma,Yangon Region,s outside Yangon City,Htantabin 
Lower Burma,Yangon Region,s outside Yangon City,Kawhmu 
Lower Burma,Yangon Region,s outside Yangon City,Kayan 
Lower Burma,Yangon Region,s outside Yangon City,Kungyangon 
Lower Burma,Yangon Region,s outside Yangon City,Kyauktan 
Lower Burma,Yangon Region,s outside Yangon City,Taikkyi 
Lower Burma,Yangon Region,s outside Yangon City,Thanlyin  
Lower Burma,Yangon Region,s outside Yangon City,Thongwa 
Lower Burma,Yangon Region,s outside Yangon City,Twante 
North Burma,Kachin State,Bhamo District,Bhamo 
North Burma,Kachin State,Bhamo District,Shwegu 
North Burma,Kachin State,Bhamo District,Momauk 
North Burma,Kachin State,Bhamo District,Mansi 
North Burma,Kachin State,Mohnyin District,Mohnyin 
North Burma,Kachin State,Mohnyin District,Mogaung 
North Burma,Kachin State,Mohnyin District,Hpakant 
North Burma,Kachin State,Myitkyina District,Myitkyina 
North Burma,Kachin State,Myitkyina District,Waingmaw 
North Burma,Kachin State,Myitkyina District,Injangyang 
North Burma,Kachin State,Myitkyina District,Tanai 
North Burma,Kachin State,Myitkyina District,Chipwi 
North Burma,Kachin State,Myitkyina District,Hsawlaw 
North Burma,Kachin State,Putao District,Putao 
North Burma,Kachin State,Putao District,Sumprabum 
North Burma,Kachin State,Putao District,Machanbaw 
North Burma,Kachin State,Putao District,Kawnglanghpu 
North Burma,Kachin State,Putao District,Nogmung 
North Burma,Sagaing Region,Hkamti District,Hkamti 
North Burma,Sagaing Region,Hkamti District,Homalin 
North Burma,Sagaing Region,Hkamti District,Lahe 
North Burma,Sagaing Region,Hkamti District,Lay Shi  (Lashe )
North Burma,Sagaing Region,Hkamti District,Nanyun 
North Burma,Sagaing Region,Kalay District,Kale  (Kalemyo )
North Burma,Sagaing Region,Kalay District,Kalewa 
North Burma,Sagaing Region,Kalay District,Mingin 
North Burma,Sagaing Region,Katha District,Banmauk 
North Burma,Sagaing Region,Katha District,Indaw 
North Burma,Sagaing Region,Katha District,Katha 
North Burma,Sagaing Region,Katha District,Kawlin 
North Burma,Sagaing Region,Katha District,Pinlebu 
North Burma,Sagaing Region,Katha District,Tigyaing 
North Burma,Sagaing Region,Katha District,Wuntho 
North Burma,Sagaing Region,Mawlaik District,Mawlaik 
North Burma,Sagaing Region,Mawlaik District,Paungbyin 
North Burma,Sagaing Region,Monywa District,Ayadaw 
North Burma,Sagaing Region,Monywa District,Budalin 
North Burma,Sagaing Region,Monywa District,Chaung-U 
North Burma,Sagaing Region,Monywa District,Kani 
North Burma,Sagaing Region,Monywa District,Monywa 
North Burma,Sagaing Region,Monywa District,Pale 
North Burma,Sagaing Region,Monywa District,Salingyi 
North Burma,Sagaing Region,Monywa District,Tabayin 
North Burma,Sagaing Region,Monywa District,Yinmabin 
North Burma,Sagaing Region,Sagaing District,Myaung 
North Burma,Sagaing Region,Sagaing District,Myinmu 
North Burma,Sagaing Region,Sagaing District,Sagaing 
North Burma,Sagaing Region,Shwebo District,Kanbalu 
North Burma,Sagaing Region,Shwebo District,Khin-U 
North Burma,Sagaing Region,Shwebo District,Kyunhla 
North Burma,Sagaing Region,Shwebo District,Shwebo 
North Burma,Sagaing Region,Shwebo District,Taze 
North Burma,Sagaing Region,Shwebo District,Wetlet 
North Burma,Sagaing Region,Shwebo District,Ye-U 
North Burma,Sagaing Region,Tamu District,Tamu 
South Burma,Kayin State,Hpa-an District,Hpa-an 
South Burma,Kayin State,Hpa-an District,Hlaignbwe 
South Burma,Kayin State,Hpa-an District,Hpapun 
South Burma,Kayin State,Hpa-an District,Thandang 
South Burma,Kayin State,Kawkareik District,Kawkareik 
South Burma,Kayin State,Kawkareik District,Kyain Seikgyi 
South Burma,Kayin State,Myawaddy District,Myawaddy 
South Burma,Mon State,Mawlamyine District,Mawlamyine 
South Burma,Mon State,Mawlamyine District,Kyaikmaraw 
South Burma,Mon State,Mawlamyine District,Chaungzon 
South Burma,Mon State,Mawlamyine District,Thanbyuzayat 
South Burma,Mon State,Mawlamyine District,Mudon 
South Burma,Mon State,Mawlamyine District,Ye 
South Burma,Mon State,Thaton District,Thaton 
South Burma,Mon State,Thaton District,Paung 
South Burma,Mon State,Thaton District,Kyaikto 
South Burma,Mon State,Thaton District,Bilin 
South Burma,Tanintharyi Region,Dawei District,Dawei 
South Burma,Tanintharyi Region,Dawei District,Launglon 
South Burma,Tanintharyi Region,Dawei District,Thayetchaung 
South Burma,Tanintharyi Region,Dawei District,Yebyu 
South Burma,Tanintharyi Region,Kawthoung District,Bokpyin 
South Burma,Tanintharyi Region,Kawthoung District,Kawthoung 
South Burma,Tanintharyi Region,Myeik District,Kyunsu 
South Burma,Tanintharyi Region,Myeik District,Myeik 
South Burma,Tanintharyi Region,Myeik District,Palaw 
South Burma,Tanintharyi Region,Myeik District,Tanintharyi 
West Burma,Chin State,Falam District,Falam 
West Burma,Chin State,Falam District,Haka 
West Burma,Chin State,Falam District,Htantlang 
West Burma,Chin State,Falam District,Tiddim 
West Burma,Chin State,Falam District,Ton Zang 
West Burma,Chin State,Hakha District,
West Burma,Chin State,Mindat District,Mindat 
West Burma,Chin State,Mindat District,Matupi 
West Burma,Chin State,Mindat District,Kanpetlet 
West Burma,Chin State,Mindat District,Paletwa 
West Burma,Rakhine State,Kyaukpyu District,Kyaukpyu 
West Burma,Rakhine State,Kyaukpyu District,Manaung 
West Burma,Rakhine State,Kyaukpyu District,Ramree 
West Burma,Rakhine State,Kyaukpyu District,Ann 
West Burma,Rakhine State,Maungdaw District,Maungdaw 
West Burma,Rakhine State,Maungdaw District,Buthidaung 
West Burma,Rakhine State,Sittwe District,Sittwe 
West Burma,Rakhine State,Sittwe District,Ponnagyun 
West Burma,Rakhine State,Sittwe District,Mrauk-U 
West Burma,Rakhine State,Sittwe District,Kyauktaw 
West Burma,Rakhine State,Sittwe District,Minbya 
West Burma,Rakhine State,Sittwe District,Myebon 
West Burma,Rakhine State,Sittwe District,Pauktaw 
West Burma,Rakhine State,Sittwe District,Rathedaung 
West Burma,Rakhine State,Thandwe District,Thandwe 
West Burma,Rakhine State,Thandwe District,Toungup 
West Burma,Rakhine State,Thandwe District,Gaw 
